NAME,B01001_001E,B19013_001E,B25001_001E,B25003_001E,B25003_002E,B25077_001E,B25034_001E,B25034_006E,B25034_011E,B08303_001E,B08303_012E,B08303_013E,B08201_001E,B08201_002E,B17001_001E,B17001_002E,state,county,tract,population_total,population_total_moe,median_household_income,median_household_income_moe,housing_units_total,housing_units_total_moe,occupied_units_total,occupied_units_total_moe,owner_occupied_units,owner_occupied_units_moe,median_home_value,median_home_value_moe,housing_built_total,housing_built_total_moe,housing_built_1980_1989,housing_built_1980_1989_moe,housing_built_1979_earlier,housing_built_1979_earlier_moe,workers_commute_total,workers_commute_total_moe,workers_commute_60_89,workers_commute_60_89_moe,workers_commute_90_plus,workers_commute_90_plus_moe,households_vehicle_total,households_vehicle_total_moe,households_no_vehicle,households_no_vehicle_moe,poverty_universe,poverty_universe_moe,poverty_count,poverty_count_moe,GEOID,homeownership_rate,long_commute_share,poverty_rate,no_vehicle_share,old_housing_share,income_per_housing_unit,commute_stress_index,housing_risk_proxy,income_moe_ratio,poor_quality_income,opportunity_score,risk_score
Census Tract 101; Cook County; Illinois,4198,74145,2905,2284,688,340700,2905,0,1603,1955,311,0,2284,695,4097,545,17,031,010100,4198,4198,74145,74145,2905,2905,2284,2284,688,688,340700,340700,2905,2905,0,0,1603,1603,1955,1955,311,311,0,0,2284,2284,695,695,4097,4097,545,545,17031010100,0.30122591943957966,0.15907928388746803,0.13302416402245545,0.3042907180385289,0.5518072289156627,25.523235800344235,0.04840634951917263,0.3855885890321356,1.0,True,0.7074744469824973,0.3776600154819513
Census Tract 8198.02; Cook County; Illinois,2401,206125,904,899,876,731100,904,8,89,798,98,0,899,28,2401,29,17,031,819802,2401,2401,206125,206125,904,904,899,899,876,876,731100,731100,904,904,8,8,89,89,798,798,98,98,0,0,899,899,28,28,2401,2401,29,29,17031819802,0.9744160177975528,0.12280701754385964,0.012078300708038317,0.03114571746384872,0.10730088495575221,228.01438053097345,0.0038249126709989653,0.0027451839310147965,1.0,True,0.9860464302394293,0.10664860797068039
Census Tract 8199; Cook County; Illinois,3287,240625,1033,1013,1000,776200,1033,62,215,937,123,23,1013,10,3287,51,17,031,819900,3287,3287,240625,240625,1033,1033,1013,1013,1000,1000,776200,776200,1033,1033,62,62,215,215,937,937,123,123,23,23,1013,1013,10,10,3287,3287,51,51,17031819900,0.9871668311944719,0.15581643543223053,0.015515667782172194,0.009871668311944718,0.2681510164569216,232.9380445304937,0.0015381681681365304,0.0034412272595656167,1.0,True,0.9887761197590047,0.16259432638342353
Census Tract 8200; Cook County; Illinois,2121,250001,676,676,609,1089700,676,63,65,665,81,71,676,46,2121,117,17,031,820000,2121,2121,250001,250001,676,676,676,676,609,609,1089700,1089700,676,676,63,63,65,65,665,665,81,81,71,71,676,676,46,46,2121,2121,117,117,17031820000,0.900887573964497,0.22857142857142856,0.055162659123055166,0.06804733727810651,0.1893491124260355,369.8239644970414,0.01555367709213863,0.01876684990021358,1.0,True,0.9422835996194716,0.20982659452316457
Census Tract 8201.01; Cook County; Illinois,7696,124334,3299,3219,2959,518900,3299,333,103,2100,218,0,3219,152,7289,357,17,031,820101,7696,7696,124334,124334,3299,3299,3219,3219,2959,2959,518900,518900,3299,3299,333,333,103,103,2100,2100,218,218,0,0,3219,3219,152,152,7289,7289,357,357,17031820101,0.9192295744019882,0.10380952380952381,0.04897791192207436,0.047219633426529975,0.13216126098817824,37.6883904213398,0.00490184766046835,0.010674721297585075,1.0,True,0.9511017505668251,0.1214465206885795
Census Tract 8201.03; Cook County; Illinois,4227,92539,1739,1689,1262,416300,1739,284,52,1756,161,15,1689,45,4175,245,17,031,820103,4227,4227,92539,92539,1739,1739,1689,1689,1262,1262,416300,416300,1739,1739,284,284,52,52,1756,1756,161,161,15,15,1689,1689,45,45,4175,4175,245,245,17031820103,0.7471876850207223,0.10022779043280182,0.058682634730538925,0.02664298401420959,0.1932144910868315,53.21391604370328,0.0026703674182806877,0.04884700277920489,1.0,True,0.8893968188846597,0.13324822124925031
Census Tract 8201.04; Cook County; Illinois,4664,84615,1897,1818,1331,370300,1897,159,53,1757,94,9,1818,73,4653,392,17,031,820104,4664,4664,84615,84615,1897,1897,1818,1818,1331,1331,370300,370300,1897,1897,159,159,53,53,1757,1757,94,94,9,9,1818,1818,73,73,4653,4653,392,392,17031820104,0.7321232123212321,0.058622652248150255,0.08424672254459488,0.040154015401540157,0.1117554032683184,44.60463890353189,0.002353934881251358,0.02993667843326241,1.0,True,0.8729343878756747,0.10226180846332909
Census Tract 8202.02; Cook County; Illinois,3239,78182,1500,1310,1034,180600,1500,218,140,1226,43,12,1310,82,3224,316,17,031,820202,3239,3239,78182,78182,1500,1500,1310,1310,1034,1034,180600,180600,1500,1500,218,218,140,140,1226,1226,43,43,12,12,1310,1310,82,82,3224,3224,316,316,17031820202,0.7893129770992366,0.044861337683523655,0.09801488833746898,0.06259541984732825,0.23866666666666667,52.12133333333333,0.0028081142672129315,0.05028396946564885,1.0,True,0.8858347619496166,0.14245356103585965
Census Tract 8202.03; Cook County; Illinois,3724,129000,1312,1312,1273,490600,1312,286,50,1469,88,17,1312,60,3724,196,17,031,820203,3724,3724,129000,129000,1312,1312,1312,1312,1273,1273,490600,490600,1312,1312,286,286,50,50,1469,1469,88,88,17,17,1312,1312,60,60,3724,3724,196,196,17031820203,0.9702743902439024,0.07147719537100068,0.05263157894736842,0.04573170731707317,0.25609756097560976,98.32317073170732,0.0032687741785518603,0.00761265615704939,1.0,True,0.9664844268893938,0.14022325745668524
Census Tract 8202.04; Cook County; Illinois,4810,101838,2460,2359,2100,470800,2460,244,0,2079,290,16,2359,85,4810,323,17,031,820204,4810,4810,101838,101838,2460,2460,2359,2359,2100,2100,470800,470800,2460,2460,244,244,0,0,2079,2079,290,290,16,16,2359,2359,85,85,4810,4810,323,323,17031820204,0.8902077151335311,0.1471861471861472,0.06715176715176716,0.03603221704111912,0.0991869918699187,41.39756097560976,0.00530344320085736,0.010889966466430244,1.0,True,0.9332858504617721,0.13688204727943348
Census Tract 8203; Cook County; Illinois,6308,73494,2011,1863,1087,240000,2011,18,290,2882,274,0,1863,100,6308,702,17,031,820300,6308,6308,73494,73494,2011,2011,1863,1863,1087,1087,240000,240000,2011,2011,18,18,290,290,2882,2882,274,274,0,0,1863,1863,100,100,6308,6308,702,702,17031820300,0.583467525496511,0.09507286606523248,0.11128725428027901,0.05367686527106817,0.1531576330183988,36.54599701640975,0.005103213422717793,0.06379512787025092,1.0,True,0.8112794159614785,0.14582786048424737
Census Tract 8204; Cook County; Illinois,4538,53580,2052,1846,1173,224300,2052,28,555,1528,105,13,1846,228,4530,512,17,031,820400,4538,4538,53580,53580,2052,2052,1846,1846,1173,1173,224300,224300,2052,2052,28,28,555,555,1528,1528,105,105,13,13,1846,1846,228,228,4530,4530,512,512,17031820400,0.6354279523293608,0.07722513089005235,0.1130242825607064,0.12351029252437704,0.28411306042884993,26.11111111111111,0.009538098506463671,0.10357968021051787,1.0,True,0.8278124852424241,0.19630810498153853
Census Tract 8205.01; Cook County; Illinois,5169,74614,2149,1965,1508,295300,2149,395,241,2148,71,52,1965,97,5166,430,17,031,820501,5169,5169,74614,74614,2149,2149,1965,1965,1508,1508,295300,295300,2149,2149,395,395,241,241,2148,2148,71,71,52,52,1965,1965,97,97,5166,5166,430,430,17031820501,0.7674300254452926,0.05726256983240224,0.0832365466511808,0.04936386768447837,0.2959516053978595,34.720335039553284,0.0028267019204799067,0.06882945733680498,1.0,True,0.8851502641117278,0.1555140505487695
Census Tract 8205.02; Cook County; Illinois,5873,62301,2234,2163,1410,256600,2234,246,41,2367,136,52,2163,196,5321,823,17,031,820502,5873,5873,62301,62301,2234,2234,2163,2163,1410,1410,256600,256600,2234,2234,246,246,41,41,2367,2367,136,136,52,52,2163,2163,196,196,5321,5321,823,823,17031820502,0.651872399445215,0.07942543303760034,0.15467017477917686,0.09061488673139159,0.12846911369740377,27.887645478961502,0.007197126618293883,0.04472364429687704,1.0,True,0.8146665950072892,0.15743525804321706
Census Tract 8206.03; Cook County; Illinois,5563,64630,2125,2046,1617,213500,2125,362,14,2210,196,23,2046,135,5505,1104,17,031,820603,5563,5563,64630,64630,2125,2125,2046,2046,1617,1617,213500,213500,2125,2125,362,362,14,14,2210,2210,196,196,23,23,2046,2046,135,135,5505,5505,1104,1104,17031820603,0.7903225806451613,0.09909502262443438,0.2005449591280654,0.06598240469208211,0.17694117647058824,30.414117647058823,0.006538527885776462,0.03710056925996206,1.0,True,0.8402941467189673,0.18842375267242906
Census Tract 8206.04; Cook County; Illinois,3648,51224,1488,1370,582,215900,1488,175,18,1475,119,78,1370,139,3648,771,17,031,820604,3648,3648,51224,51224,1488,1488,1370,1370,582,582,215900,215900,1488,1488,175,175,18,18,1475,1475,119,119,78,78,1370,1370,139,139,3648,3648,771,771,17031820604,0.4248175182481752,0.1335593220338983,0.21134868421052633,0.10145985401459855,0.1297043010752688,34.424731182795696,0.013550909315848077,0.07460364178635899,1.0,True,0.7136190050419201,0.20791487602978553
Census Tract 8206.05; Cook County; Illinois,4823,63137,2188,1926,391,239200,2188,238,22,2566,157,60,1926,316,4823,1172,17,031,820605,4823,4823,63137,63137,2188,2188,1926,1926,391,391,239200,239200,2188,2188,238,238,22,22,2566,2566,157,157,60,60,1926,1926,316,316,4823,4823,1172,1172,17031820605,0.20301142263759087,0.08456742010911925,0.2430022807381298,0.1640706126687435,0.11882998171846434,28.856032906764167,0.013875028429118214,0.09470613807779998,1.0,True,0.6255282619974971,0.21070142016515195
Census Tract 8206.06; Cook County; Illinois,3716,100694,1746,1664,1261,305200,1746,65,156,1684,160,8,1664,26,3687,236,17,031,820606,3716,3716,100694,100694,1746,1746,1664,1664,1261,1261,305200,305200,1746,1746,65,65,156,156,1684,1684,160,160,8,8,1664,1664,26,26,3687,3687,236,236,17031820606,0.7578125,0.0997624703087886,0.06400867914293464,0.015625,0.1265750286368843,57.67124856815578,0.0015587885985748218,0.030654889747995417,1.0,True,0.8905597095182998,0.11267963817556545
Census Tract 8207; Cook County; Illinois,6952,66942,2680,2403,2002,244900,2680,184,629,2758,237,0,2403,225,6910,850,17,031,820700,6952,6952,66942,66942,2680,2680,2403,2403,2002,2002,244900,244900,2680,2680,184,184,629,629,2758,2758,237,237,0,0,2403,2403,225,225,6910,6910,850,850,17031820700,0.8331252600915522,0.08593183466279913,0.12301013024602026,0.09363295880149813,0.30335820895522386,24.978358208955225,0.008046051934719021,0.050622822218495546,1.0,True,0.8892507516993985,0.1998272561711794
Census Tract 8208; Cook County; Illinois,3403,87025,1112,1023,896,275500,1112,6,104,1458,104,0,1023,17,3403,134,17,031,820800,3403,3403,87025,87025,1112,1112,1023,1023,896,896,275500,275500,1112,1112,6,6,104,104,1458,1458,104,104,0,0,1023,1023,17,17,3403,3403,134,134,17031820800,0.8758553274682307,0.07133058984910837,0.03937702027622686,0.016617790811339198,0.09892086330935251,78.25989208633094,0.0011853568205619181,0.01228049818209948,1.0,True,0.940920311964724,0.08252426307910526
Census Tract 8209.01; Cook County; Illinois,5278,74233,1861,1783,1229,248500,1861,200,53,2169,369,16,1783,179,5278,570,17,031,820901,5278,5278,74233,74233,1861,1861,1783,1783,1229,1229,248500,248500,1861,1861,200,200,53,53,2169,2169,369,369,16,16,1783,1783,179,179,5278,5278,570,570,17031820901,0.6892877173303421,0.17750115260488705,0.10799545282303903,0.10039259674705553,0.13594841483073616,39.888769478774854,0.017819801635599992,0.04224084229737961,1.0,True,0.8480258839297812,0.1970512807699114
Census Tract 8209.02; Cook County; Illinois,5803,86065,1822,1794,1499,247500,1822,73,36,2326,456,17,1794,113,5791,730,17,031,820902,5803,5803,86065,86065,1822,1822,1794,1794,1499,1499,247500,247500,1822,1822,73,73,36,36,2326,2326,456,456,17,17,1794,1794,113,113,5791,5791,730,730,17031820902,0.8355629877369007,0.20335339638865005,0.12605767570367812,0.06298773690078038,0.05982436882546652,47.23655323819978,0.012808770229608394,0.009837340470185411,1.0,True,0.8887094605445168,0.1830319927645355
Census Tract 8210.01; Cook County; Illinois,5069,51685,1693,1665,1026,266900,1693,107,153,2215,284,57,1665,194,5069,789,17,031,821001,5069,5069,51685,51685,1693,1693,1665,1665,1026,1026,266900,266900,1693,1693,107,107,153,153,2215,2215,284,284,57,57,1665,1665,194,194,5069,5069,789,789,17031821001,0.6162162162162163,0.15395033860045146,0.15565200236733084,0.11651651651651651,0.1535735380980508,30.52864737152983,0.017937757170262813,0.058939033540333,1.0,True,0.8023366400294792,0.2111358270242323
Census Tract 8210.02; Cook County; Illinois,5009,73271,1895,1823,1592,269600,1895,85,64,1953,211,44,1823,79,4936,1075,17,031,821002,5009,5009,73271,73271,1895,1895,1823,1823,1592,1592,269600,269600,1895,1895,85,85,64,64,1953,1953,211,211,44,44,1823,1823,79,79,4936,4936,1075,1075,17031821002,0.8732857926494789,0.130568356374808,0.21778768233387358,0.04333516182117389,0.07862796833773088,38.665435356200526,0.0056582008522270055,0.009963280683497437,1.0,True,0.8602387405112103,0.17557510226159156
Census Tract 8211.01; Cook County; Illinois,4482,103409,1444,1444,1284,310200,1444,40,10,1698,215,11,1444,43,4348,410,17,031,821101,4482,4482,103409,103409,1444,1444,1444,1444,1284,1284,310200,310200,1444,1444,40,40,10,10,1698,1698,215,215,11,11,1444,1444,43,43,4348,4348,410,410,17031821101,0.889196675900277,0.1330977620730271,0.09429622815087396,0.029778393351800554,0.03462603878116344,71.6128808864266,0.003963437513254962,0.0038366801973588314,1.0,True,0.9208056083456603,0.11879908166852504
Census Tract 8211.02; Cook County; Illinois,4511,100000,1548,1502,1330,316800,1548,136,12,1976,128,11,1502,91,4511,322,17,031,821102,4511,4511,100000,100000,1548,1548,1502,1502,1330,1330,316800,316800,1548,1548,136,136,12,12,1976,1976,128,128,11,11,1502,1502,91,91,4511,4511,322,322,17031821102,0.8854860186418109,0.07034412955465587,0.07138106849922411,0.06058588548601864,0.09560723514211886,64.59948320413437,0.00426186137781204,0.010948365142772604,1.0,True,0.9298189086190174,0.10601591728381525
Census Tract 8212; Cook County; Illinois,5296,39594,2665,2590,1277,208000,2665,327,404,2071,376,0,2590,305,5261,831,17,031,821200,5296,5296,39594,39594,2665,2665,2590,2590,1277,1277,208000,208000,2665,2665,327,327,404,404,2071,2071,376,376,0,0,2590,2590,305,305,5261,5261,831,831,17031821200,0.49305019305019304,0.1815548044422984,0.1579547614521954,0.11776061776061776,0.274296435272045,14.857035647279549,0.02138000592853321,0.13905452490818343,1.0,True,0.7602450367528483,0.26002612822474064
Census Tract 8213; Cook County; Illinois,5753,50063,2585,2398,918,175400,2585,267,647,2485,87,0,2398,743,5753,1092,17,031,821300,5753,5753,50063,50063,2585,2585,2398,2398,918,918,175400,175400,2585,2585,267,267,647,647,2485,2485,87,87,0,0,2398,2398,743,743,5753,5753,1092,1092,17031821300,0.38281901584653877,0.03501006036217304,0.18981401008169652,0.30984153461217684,0.35357833655705995,19.366731141199228,0.010847570829480638,0.21822182573163,1.0,True,0.7092532058615403,0.27997826163839845
Census Tract 8214.01; Cook County; Illinois,2243,50946,1164,982,512,186500,1164,26,122,680,119,0,982,70,2226,542,17,031,821401,2243,2243,50946,50946,1164,1164,982,982,512,512,186500,186500,1164,1164,26,26,122,122,680,680,119,119,0,0,982,982,70,70,2226,2226,542,542,17031821401,0.5213849287169042,0.175,0.24348607367475292,0.07128309572301425,0.12714776632302405,43.7680412371134,0.012474541751527493,0.060854837242180555,1.0,True,0.7314302292920166,0.229398006880803
Census Tract 8214.02; Cook County; Illinois,3450,71058,1325,1225,701,182200,1325,103,123,1423,249,101,1225,219,3450,309,17,031,821402,3450,3450,71058,71058,1325,1325,1225,1225,701,701,182200,182200,1325,1325,103,103,123,123,1423,1423,249,249,101,101,1225,1225,219,219,3450,3450,309,309,17031821402,0.5722448979591837,0.24595924104005623,0.08956521739130435,0.17877551020408164,0.17056603773584905,53.62867924528302,0.04397148880634475,0.07296049287639585,1.0,True,0.8172554276912263,0.260718193920266
Census Tract 8215; Cook County; Illinois,1344,35361,822,517,119,91700,822,11,198,383,68,31,517,175,1319,515,17,031,821500,1344,1344,35361,35361,822,822,517,517,119,119,91700,91700,822,822,11,11,198,198,383,383,68,68,31,31,517,517,175,175,1319,1319,515,515,17031821500,0.23017408123791103,0.2584856396866841,0.3904473085670963,0.33849129593810445,0.2542579075425791,43.018248175182485,0.08749513915893561,0.19573432727649223,1.0,True,0.5686039616713559,0.4428901940342592
Census Tract 8216; Cook County; Illinois,4132,82955,1856,1752,1365,247600,1856,92,272,1932,361,137,1752,104,4132,174,17,031,821600,4132,4132,82955,82955,1856,1856,1752,1752,1365,1365,247600,247600,1856,1856,92,92,272,272,1932,1932,361,361,137,137,1752,1752,104,104,4132,4132,174,174,17031821600,0.7791095890410958,0.2577639751552795,0.04211035818005808,0.0593607305936073,0.1961206896551724,44.69558189655172,0.015301057885929831,0.04332117973547474,1.0,True,0.9074468449250306,0.2194267822381251
Census Tract 8217; Cook County; Illinois,4690,113088,1790,1736,1608,281700,1790,0,163,1727,223,67,1736,28,4690,102,17,031,821700,4690,4690,113088,113088,1790,1790,1736,1736,1608,1608,281700,281700,1790,1790,0,0,163,163,1727,1727,223,223,67,67,1736,1736,28,28,4690,4690,102,102,17031821700,0.9262672811059908,0.1679212507237985,0.021748400852878463,0.016129032258064516,0.09106145251396648,63.17765363128492,0.0027084072697386853,0.0067142084802924605,1.0,True,0.9656240962461334,0.12354457810061609
Census Tract 8218; Cook County; Illinois,5483,91815,2107,1963,1477,269100,2107,50,426,2230,157,26,1963,52,5483,165,17,031,821800,5483,5483,91815,91815,2107,2107,1963,1963,1477,1477,269100,269100,2107,2107,50,50,426,426,2230,2230,157,157,26,26,1963,1963,52,52,5483,5483,165,165,17031821800,0.7524197656647987,0.08206278026905829,0.030093014772934523,0.026490066225165563,0.22591362126245848,43.57617465590887,0.002173848483948564,0.05593174729167338,1.0,True,0.903931040030443,0.12344743508146928
Census Tract 8219; Cook County; Illinois,5115,103192,1785,1764,1671,271000,1785,35,61,2051,161,22,1764,47,5018,332,17,031,821900,5115,5115,103192,103192,1785,1785,1764,1764,1671,1671,271000,271000,1785,1785,35,35,61,61,2051,2051,161,161,22,22,1764,1764,47,47,5018,5018,332,332,17031821900,0.9472789115646258,0.08922476840565578,0.06616181745715424,0.026643990929705215,0.05378151260504202,57.81064425770308,0.002377303920105341,0.00283541988223861,1.0,True,0.9527531476150647,0.09129966184381705
Census Tract 8220; Cook County; Illinois,4215,61101,1826,1773,1319,173400,1826,0,8,1855,242,18,1773,45,4215,292,17,031,822000,4215,4215,61101,61101,1826,1826,1773,1773,1319,1319,173400,173400,1826,1826,0,0,8,8,1855,1855,242,242,18,18,1773,1773,45,45,4215,4215,292,292,17031822000,0.7439368302312465,0.14016172506738545,0.06927639383155397,0.025380710659898477,0.004381161007667032,33.461664841182916,0.003557404189527549,0.0011218539748904864,1.0,True,0.8835580026730394,0.1041640277947229
Census Tract 8221.01; Cook County; Illinois,4437,88906,1700,1551,1303,256000,1700,29,220,1773,147,25,1551,59,4437,225,17,031,822101,4437,4437,88906,88906,1700,1700,1551,1551,1303,1303,256000,256000,1700,1700,29,29,220,220,1773,1773,147,147,25,25,1551,1551,59,59,4437,4437,225,225,17031822101,0.8401031592520954,0.09701071630005641,0.05070993914807302,0.038039974210186976,0.14647058823529413,52.29764705882353,0.003690285146165911,0.023420184321310728,1.0,True,0.923933689156124,0.11958480829942106
Census Tract 8221.02; Cook County; Illinois,4328,69261,2061,1937,1645,210600,2061,404,0,1982,19,18,1937,178,4269,295,17,031,822102,4328,4328,69261,69261,2061,2061,1937,1937,1645,1645,210600,210600,2061,2061,404,404,0,0,1982,1982,19,19,18,18,1937,1937,178,178,4269,4269,295,295,17031822102,0.8492514197212184,0.01866801210898083,0.06910283438744437,0.09189468249870934,0.19602134885977682,33.60553129548763,0.0017154910456368547,0.029549940044943115,1.0,True,0.9187445921320841,0.11695645145488719
Census Tract 8222; Cook County; Illinois,3610,88000,1332,1298,1132,279300,1332,27,181,1545,87,50,1298,28,3600,648,17,031,822200,3610,3610,88000,88000,1332,1332,1298,1298,1132,1132,279300,279300,1332,1332,27,27,181,181,1545,1545,87,87,50,50,1298,1298,28,28,3600,3600,648,648,17031822200,0.8721109399075501,0.08867313915857605,0.18,0.02157164869029276,0.15615615615615616,66.06606606606607,0.0019128258061942448,0.01997066403846065,1.0,True,0.8767601123971275,0.15609991958856315
Census Tract 8223.01; Cook County; Illinois,3619,108750,1152,1152,1099,292800,1152,68,43,1569,250,9,1152,27,3619,192,17,031,822301,3619,3619,108750,108750,1152,1152,1152,1152,1099,1099,292800,292800,1152,1152,68,68,43,43,1569,1569,250,250,9,9,1152,1152,27,27,3619,3619,192,192,17031822301,0.9539930555555556,0.16507329509241556,0.05305332964907433,0.0234375,0.09635416666666667,94.40104166666667,0.00386890535372849,0.004432960792824072,1.0,True,0.9608585093465973,0.13642693929778293
Census Tract 8223.02; Cook County; Illinois,4942,96683,1700,1645,1360,243400,1700,112,155,2127,189,79,1645,86,4709,188,17,031,822302,4942,4942,96683,96683,1700,1700,1645,1645,1360,1360,243400,243400,1700,1700,112,112,155,155,2127,2127,189,189,79,79,1645,1645,86,86,4709,4709,188,188,17031822302,0.8267477203647416,0.12599905970850964,0.0399235506476959,0.052279635258358666,0.15705882352941178,56.87235294117647,0.006587184884457039,0.027210799213302345,1.0,True,0.9243114275066602,0.1382980069215665
